id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.identifier.uri,dc.publisher[],dc.subject[],dc.title[],dc.title[en_US]
"028c0066-fd20-4ddc-b8b1-676c74417dc6","108/20","ISO 263 : 1973","2021-04-09T07:19:20Z","2016-12-02T07:37:06Z","2021-04-09T07:19:20Z","2016-12-02T07:37:06Z","1973","Made available in DSpace on 2016-12-02T07:37:06Z (GMT). No. of bitstreams: 1
263.pdf: 1083358 bytes, checksum: 7531bc4698f5450cac7db51d3e877f5f (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-04-09T07:19:20Z (GMT). No. of bitstreams: 1
263.pdf: 1083358 bytes, checksum: 7531bc4698f5450cac7db51d3e877f5f (MD5)
  Previous issue date: 1973",,"http://localhost:8080/xmlui/handle/108/19706",,,"ISO inch screw threads -- General plan and selection for screws, bolts and nuts -- Diameter range 0,06 to 6 in",
"03990693-929e-4015-8dd6-fd511aab5214","108/20","DIN EN 10208-2 : 1996","2021-04-09T07:22:48Z","2016-12-02T07:37:42Z","2021-04-09T07:22:48Z","2016-12-02T07:37:42Z","1996","Made available in DSpace on 2016-12-02T07:37:42Z (GMT). No. of bitstreams: 1
din-en-10208-2-1996.pdf: 4787605 bytes, checksum: 22073261f5b69ebb7dd732ecedead0e8 (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-04-09T07:22:48Z (GMT). No. of bitstreams: 1
din-en-10208-2-1996.pdf: 4787605 bytes, checksum: 22073261f5b69ebb7dd732ecedead0e8 (MD5)
  Previous issue date: 1996",,"http://localhost:8080/xmlui/handle/108/20066",,"dinstd","Technical delivery conditions for steel pipes for use with combustible fluids - Pipes of requirement class B",
"03cbfe52-8776-4758-a7c3-56bd8e51ff23","108/20","ISO/TR 8550-2 : 2007","2021-04-09T07:23:28Z","2016-12-02T07:37:45Z","2021-04-09T07:23:28Z","2016-12-02T07:37:45Z","2007","Made available in DSpace on 2016-12-02T07:37:45Z (GMT). No. of bitstreams: 1
8550-2.pdf: 1814205 bytes, checksum: 0b204562ee5d170eca90173b89c20f26 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-04-09T07:23:28Z (GMT). No. of bitstreams: 1
8550-2.pdf: 1814205 bytes, checksum: 0b204562ee5d170eca90173b89c20f26 (MD5)
  Previous issue date: 2007",,"http://localhost:8080/xmlui/handle/108/20091",,,"Guidance on the selection and usage of acceptance sampling systems for inspection of discrete items in lots -- Part 2: Sampling by attributes",
"040de75b-9e55-4817-994a-bb69248d59ce","108/20","ISO/IEC 27033-5 : 2013","2021-04-09T07:19:23Z","2016-12-02T07:37:08Z","2021-04-09T07:19:23Z","2016-12-02T07:37:08Z","2013","Made available in DSpace on 2016-12-02T07:37:08Z (GMT). No. of bitstreams: 2
license.txt: 1845 bytes, checksum: 0076c92d845d38e8df24c53b3fef90ff (MD5)
ISO_IEC_27033-5_2013(E)-Character_PDF_document.pdf: 598327 bytes, checksum: 84b2c123388539e175542708878c7bcc (MD5)
  Previous issue date: 2013||Made available in DSpace on 2021-04-09T07:19:23Z (GMT). No. of bitstreams: 2
ISO_IEC_27033-5_2013(E)-Character_PDF_document.pdf: 598327 bytes, checksum: 84b2c123388539e175542708878c7bcc (MD5)
license.txt: 1845 bytes, checksum: 0076c92d845d38e8df24c53b3fef90ff (MD5)
  Previous issue date: 2013",,"http://localhost:8080/xmlui/handle/108/19724",,,"Information technology - Security techniques - Network security Part 5 : Securing communications across networks using Virtual Private Networks (VPNs)",
"04c521aa-9341-45fb-a784-7ecd79a93461","108/20","ISO/TS 16949 : 2009","2021-04-09T07:20:47Z","2016-12-02T07:37:23Z","2021-04-09T07:20:47Z","2016-12-02T07:37:23Z","2009","Made available in DSpace on 2016-12-02T07:37:23Z (GMT). No. of bitstreams: 1
16949.pdf: 435439 bytes, checksum: b7dc9ee695a04f0468bf08616b44db2d (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-04-09T07:20:47Z (GMT). No. of bitstreams: 1
16949.pdf: 435439 bytes, checksum: b7dc9ee695a04f0468bf08616b44db2d (MD5)
  Previous issue date: 2009",,"http://localhost:8080/xmlui/handle/108/19876",,,"Quality management systems -- Particular requirements for the application of ISO 9001:2008 for automotive production and relevant service part organizations",
"04ff9a80-94f0-4420-af71-9052f98d378e","108/20","En 26||R A Mottram||J Woolman","2021-04-09T07:19:43Z","2016-12-01T09:18:06Z","2021-04-09T07:19:43Z","2016-12-01T09:18:06Z","1966","Made available in DSpace on 2016-12-01T09:18:06Z (GMT). No. of bitstreams: 1
en_26.pdf: 3646438 bytes, checksum: 0d1c0148ef027161de696f28ab10ba2f (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-04-09T07:19:43Z (GMT). No. of bitstreams: 1
en_26.pdf: 3646438 bytes, checksum: 0d1c0148ef027161de696f28ab10ba2f (MD5)
  Previous issue date: 1966","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.2","http://localhost:8080/xmlui/handle/108/9605",,"ENSteels||En26","2.5 PER CENT NICKEL-CHROMIUM-MOLYBDENUM STEEL (HIGH CARBON)",
"05672efb-deca-42cd-8e85-86b3ca4bb47c","108/20","DIN 1615 : 1984","2021-04-09T07:22:47Z","2016-12-02T07:37:43Z","2021-04-09T07:22:47Z","2016-12-02T07:37:43Z","1984","Made available in DSpace on 2016-12-02T07:37:43Z (GMT). No. of bitstreams: 1
din-1615-1984.pdf: 446585 bytes, checksum: 90a7572c671cd3aecb8a563245129798 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-04-09T07:22:47Z (GMT). No. of bitstreams: 1
din-1615-1984.pdf: 446585 bytes, checksum: 90a7572c671cd3aecb8a563245129798 (MD5)
  Previous issue date: 1984",,"http://localhost:8080/xmlui/handle/108/20071",,"dinstd","Welded circular unalloyed steel tubes not subject to special requirements - Technical delivery conditions",
"05a1a800-c84a-4406-9258-971bb003460f","108/20","ISO 1501 : 2009","2021-04-09T07:19:45Z","2016-12-02T07:37:12Z","2021-04-09T07:19:45Z","2016-12-02T07:37:12Z","2009","Made available in DSpace on 2016-12-02T07:37:12Z (GMT). No. of bitstreams: 1
1501.pdf: 411093 bytes, checksum: 49f513880f133099372bc3d3007fc6a4 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-04-09T07:19:45Z (GMT). No. of bitstreams: 1
1501.pdf: 411093 bytes, checksum: 49f513880f133099372bc3d3007fc6a4 (MD5)
  Previous issue date: 2009",,"http://localhost:8080/xmlui/handle/108/19764",,,"ISO miniature screw threads",
"05e42ef5-3f20-43a5-89c3-aafc2bcd98f3","108/20","ISO 8879 : 1986/Amd 1 : 1988","2021-04-09T07:20:00Z","2016-12-02T07:37:16Z","2021-04-09T07:20:00Z","2016-12-02T07:37:16Z","1986","Made available in DSpace on 2016-12-02T07:37:16Z (GMT). No. of bitstreams: 1
8879_amd_1.pdf: 2863658 bytes, checksum: 0dd62eae40903b98f3aafb04000da931 (MD5)
  Previous issue date: 1986||Made available in DSpace on 2021-04-09T07:20:00Z (GMT). No. of bitstreams: 1
8879_amd_1.pdf: 2863658 bytes, checksum: 0dd62eae40903b98f3aafb04000da931 (MD5)
  Previous issue date: 1986",,"http://localhost:8080/xmlui/handle/108/19795",,,"Information processing -- Text and office systems -- Standard Generalized Markup Language (SGML) -- Amendment 1",
"066a5411-b17b-4302-8be3-6074b1e0096a","108/20","DIN EN 10083-3 : 2007","2021-04-09T07:22:32Z","2016-12-02T07:37:40Z","2021-04-09T07:22:32Z","2016-12-02T07:37:40Z","2007","Made available in DSpace on 2016-12-02T07:37:40Z (GMT). No. of bitstreams: 1
din-en-10083-3-2006.pdf: 1064179 bytes, checksum: 9c3bfd21eb9d2e0710d33fcc3f4a90b6 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-04-09T07:22:32Z (GMT). No. of bitstreams: 1
din-en-10083-3-2006.pdf: 1064179 bytes, checksum: 9c3bfd21eb9d2e0710d33fcc3f4a90b6 (MD5)
  Previous issue date: 2007",,"http://localhost:8080/xmlui/handle/108/20040",,"dinstd","Steels for quenching and tempering - Part 3: Technical delivery conditions for alloy steels",
"0727d2b9-a926-403d-b39a-ebd9fe88f5da","108/20","ISO 9897 : 1997/Cor 1 : 2001","2021-04-09T07:23:29Z","2016-12-02T07:37:46Z","2021-04-09T07:23:29Z","2016-12-02T07:37:46Z","1997","Made available in DSpace on 2016-12-02T07:37:46Z (GMT). No. of bitstreams: 1
9897cor1.pdf: 11927 bytes, checksum: 1d668de3d5a136968872dc799d35055b (MD5)
  Previous issue date: 1997||Made available in DSpace on 2021-04-09T07:23:29Z (GMT). No. of bitstreams: 1
9897cor1.pdf: 11927 bytes, checksum: 1d668de3d5a136968872dc799d35055b (MD5)
  Previous issue date: 1997",,"http://localhost:8080/xmlui/handle/108/20105",,,"Freight containers -- Container equipment data exchange (CEDEX) -- General communication codes -- Technical Corrigendum 1",
"089028ee-5631-4c34-9bb4-6f44c2d9a2b5","108/20","BS EN 10149-Pt.1 : 2013","2021-04-09T07:21:24Z","2016-12-02T07:37:28Z","2021-04-09T07:21:24Z","2016-12-02T07:37:28Z","2013","Made available in DSpace on 2016-12-02T07:37:28Z (GMT). No. of bitstreams: 1
bs en 10149-1.pdf: 1049774 bytes, checksum: 9f266323f2d90ec5148dda21fa49bb33 (MD5)
  Previous issue date: 2013||Made available in DSpace on 2021-04-09T07:21:24Z (GMT). No. of bitstreams: 1
bs en 10149-1.pdf: 1049774 bytes, checksum: 9f266323f2d90ec5148dda21fa49bb33 (MD5)
  Previous issue date: 2013",,"http://localhost:8080/xmlui/handle/108/19940",,"britstd","Hot rolled flat products made of high yield strength steels for cold forming. General technical delivery conditions",
"092a155a-cba4-4647-932f-8789e0bcde65","108/20","En 3||R A Mottram||J Woolman","2021-04-09T07:22:28Z","2016-12-01T09:18:07Z","2021-04-09T07:22:28Z","2016-12-01T09:18:07Z","1964","Made available in DSpace on 2016-12-01T09:18:07Z (GMT). No. of bitstreams: 1
en_3.pdf: 2948718 bytes, checksum: f5e6ad469b11b70f1b0c08965a28d5c3 (MD5)
  Previous issue date: 1964||Made available in DSpace on 2021-04-09T07:22:28Z (GMT). No. of bitstreams: 1
en_3.pdf: 2948718 bytes, checksum: f5e6ad469b11b70f1b0c08965a28d5c3 (MD5)
  Previous issue date: 1964","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.1","http://localhost:8080/xmlui/handle/108/9610",,"ENSteels||En3","""20"" CARBON STEEL",
"092d6812-e6d8-48f4-b314-dbe05689e44b","108/20","DIN EN 10217-1 : 2005","2021-04-09T07:21:18Z","2016-12-02T07:37:31Z","2021-04-09T07:21:18Z","2016-12-02T07:37:31Z","2005","Made available in DSpace on 2016-12-02T07:37:31Z (GMT). No. of bitstreams: 1
din-en-10217-1-2005.pdf: 4964671 bytes, checksum: 711dfc061212578623bc02940ad30b2b (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:21:18Z (GMT). No. of bitstreams: 1
din-en-10217-1-2005.pdf: 4964671 bytes, checksum: 711dfc061212578623bc02940ad30b2b (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19977",,"dinstd","Welded steel tubes for pressure purposes - Technical delivery conditions - Part 1: Non-alloy steel tubes with specified room temperature properties (includes Amendment A1:2005)",
"095a915c-38e7-4931-ae43-6060488dcf03","108/20","ISO 7500-1 : 2004/Cor 1 : 2008","2021-04-09T07:23:47Z","2016-12-02T07:37:47Z","2021-04-09T07:23:47Z","2016-12-02T07:37:47Z","2004","Made available in DSpace on 2016-12-02T07:37:47Z (GMT). No. of bitstreams: 1
iso_7500-1_cor_1.pdf: 127820 bytes, checksum: cc9c9f1b207ea47b344e949f8cc7fa03 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:23:47Z (GMT). No. of bitstreams: 1
iso_7500-1_cor_1.pdf: 127820 bytes, checksum: cc9c9f1b207ea47b344e949f8cc7fa03 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/20117",,,"Metallic materials -- Verification of static uniaxial testing machines -- Part 1: Tension/compression testing machines -- Verification and calibration of the force-measuring system -- Technical Corrigendum 1",
"09f869de-8ab9-4696-afde-d6294ed75100","108/20","ISO 9897 : 1997","2021-04-09T07:20:19Z","2016-12-02T07:37:21Z","2021-04-09T07:20:19Z","2016-12-02T07:37:21Z","1997","Made available in DSpace on 2016-12-02T07:37:21Z (GMT). No. of bitstreams: 1
9897.pdf: 1291599 bytes, checksum: f11c43bbd08965e43b0b1ef5c2f10a55 (MD5)
  Previous issue date: 1997||Made available in DSpace on 2021-04-09T07:20:19Z (GMT). No. of bitstreams: 1
9897.pdf: 1291599 bytes, checksum: f11c43bbd08965e43b0b1ef5c2f10a55 (MD5)
  Previous issue date: 1997",,"http://localhost:8080/xmlui/handle/108/19853",,,"Freight containers -- Container equipment data exchange (CEDEX) -- General communication codes",
"0a1ec4c4-0c6f-4b87-b211-21591723bc0c","108/20","BS EN I SO 6506-3 : 1999","2021-04-09T07:22:10Z","2016-12-02T07:37:36Z","2021-04-09T07:22:10Z","2016-12-02T07:37:36Z","1999","Made available in DSpace on 2016-12-02T07:37:36Z (GMT). No. of bitstreams: 1
sp6616.pdf: 3476028 bytes, checksum: d30a0ae17e29235516df3449b5991769 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-04-09T07:22:10Z (GMT). No. of bitstreams: 1
sp6616.pdf: 3476028 bytes, checksum: d30a0ae17e29235516df3449b5991769 (MD5)
  Previous issue date: 1999",,"http://localhost:8080/xmlui/handle/108/20003",,"SP6616||britstd||ardedig","Metallic materials-Brinell hardness test : Pt.3 : Calibration of reference blocks",
"0a2374d1-a1ea-4db0-9059-efe7478ed7a6","108/20","ISO 10583 : 1993","2021-04-09T07:24:01Z","2016-12-02T07:37:48Z","2021-04-09T07:24:01Z","2016-12-02T07:37:48Z","1993","Made available in DSpace on 2016-12-02T07:37:48Z (GMT). No. of bitstreams: 1
10583.pdf: 1329499 bytes, checksum: 908dac0669cc05f1de99aabe8049ae3d (MD5)
  Previous issue date: 1993||Made available in DSpace on 2021-04-09T07:24:01Z (GMT). No. of bitstreams: 1
10583.pdf: 1329499 bytes, checksum: 908dac0669cc05f1de99aabe8049ae3d (MD5)
  Previous issue date: 1993",,"http://localhost:8080/xmlui/handle/108/20130",,,"Aerospace fluid systems -- Test methods for tube/fitting assemblies",
"0a7a9edc-c2de-4daf-8f68-961cd8d7a6fc","108/20","EN 41||R A Mottram||J Woolman","2021-04-09T07:24:21Z","2016-12-01T09:18:10Z","2021-04-09T07:24:21Z","2016-12-01T09:18:10Z","1968","Made available in DSpace on 2016-12-01T09:18:10Z (GMT). No. of bitstreams: 1
en41.pdf: 1890400 bytes, checksum: 98997fed96b1bf444c0ae15ef6868b8a (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-04-09T07:24:21Z (GMT). No. of bitstreams: 1
en41.pdf: 1890400 bytes, checksum: 98997fed96b1bf444c0ae15ef6868b8a (MD5)
  Previous issue date: 1968","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.37","http://localhost:8080/xmlui/handle/108/9630",,"ENSteels||EN41","1.5 PER CENT CHROMIUM-ALUMINIUM-MOLYBDENUM NITRIDING STEEL",
"0a93d000-9de9-4d98-a233-eb80c22a3d37","108/20","DIN EN 10224 : 2005","2021-04-09T07:22:56Z","2016-12-02T07:37:41Z","2021-04-09T07:22:56Z","2016-12-02T07:37:41Z","2005","Made available in DSpace on 2016-12-02T07:37:41Z (GMT). No. of bitstreams: 1
din-en-10224-2005.pdf: 6360786 bytes, checksum: 49f8c1cf226d62baa570967802a8e863 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:22:56Z (GMT). No. of bitstreams: 1
din-en-10224-2005.pdf: 6360786 bytes, checksum: 49f8c1cf226d62baa570967802a8e863 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/20050",,"dinstd","Non-alloy steel tubes and fittings for the conveyance of water and other aqueous liquids - Technical delivery conditions (includes Amendment A1:2005)",
"0b354513-cdcf-4380-a38f-45f8dd4cb2ef","108/20","DIN 2460 : 2006","2021-04-09T07:23:06Z","2016-12-02T07:37:43Z","2021-04-09T07:23:06Z","2016-12-02T07:37:43Z","2006","Made available in DSpace on 2016-12-02T07:37:43Z (GMT). No. of bitstreams: 1
din-2460-2006.pdf: 501655 bytes, checksum: 65672996f37bb15f1b5ac856bc71a60f (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:23:06Z (GMT). No. of bitstreams: 1
din-2460-2006.pdf: 501655 bytes, checksum: 65672996f37bb15f1b5ac856bc71a60f (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/20072",,"dinstd","Steel water pipes and fittings",
"0bed28a7-5339-4fbe-9b1c-686802fea68e","108/20","DIN EN 10217-4 : 2005","2021-04-09T07:23:00Z","2016-12-02T07:37:41Z","2021-04-09T07:23:00Z","2016-12-02T07:37:41Z","2005","Made available in DSpace on 2016-12-02T07:37:41Z (GMT). No. of bitstreams: 1
din-en-10217-4-2005.pdf: 3472806 bytes, checksum: efb72ff5a327e2b43d5e381c18d78ce0 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:23:00Z (GMT). No. of bitstreams: 1
din-en-10217-4-2005.pdf: 3472806 bytes, checksum: efb72ff5a327e2b43d5e381c18d78ce0 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/20056",,"dinstd","Welded steel tubes for pressure purposes - Technical delivery conditions - Part 4: Electric welded non-alloy steel tubes with specified low temperature properties (includes Amendment A1:2005)",
"0c5a51e9-0899-45ee-bad2-a3468abb6d51","108/20","ISO 10005 : 2005","2021-04-09T07:23:56Z","2016-12-02T07:37:49Z","2021-04-09T07:23:56Z","2016-12-02T07:37:49Z","2005","Made available in DSpace on 2016-12-02T07:37:49Z (GMT). No. of bitstreams: 1
10005.pdf: 1534041 bytes, checksum: f11c9e5fcabef278e4e72ab47f032cd0 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:23:56Z (GMT). No. of bitstreams: 1
10005.pdf: 1534041 bytes, checksum: f11c9e5fcabef278e4e72ab47f032cd0 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/20142",,,"Quality management systems -- Guidelines for quality plans",
"0c647be5-1658-4f0d-b4b4-50de2255e6b6","108/20","ISO 5725-3 : 1994/Cor 1 : 2001","2021-04-09T07:20:47Z","2016-12-02T07:37:22Z","2021-04-09T07:20:47Z","2016-12-02T07:37:22Z","1994","Made available in DSpace on 2016-12-02T07:37:22Z (GMT). No. of bitstreams: 1
iso_5725-3_cor_1.pdf: 126742 bytes, checksum: a0582718c2dd90f92456f6b253d51332 (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-04-09T07:20:47Z (GMT). No. of bitstreams: 1
iso_5725-3_cor_1.pdf: 126742 bytes, checksum: a0582718c2dd90f92456f6b253d51332 (MD5)
  Previous issue date: 1994",,"http://localhost:8080/xmlui/handle/108/19870",,,"Accuracy (trueness and precision) of measurement methods and results -- Part 3: Intermediate measures of the precision of a standard measurement method -- Technical Corrigendum 1",
"0cafc22a-8130-42eb-a9ac-d230c52e258a","108/20","DIN EN 10210-2 : 2006","2021-04-09T07:22:40Z","2016-12-02T07:37:39Z","2021-04-09T07:22:40Z","2016-12-02T07:37:39Z","2006","Made available in DSpace on 2016-12-02T07:37:39Z (GMT). No. of bitstreams: 1
din-en-10210-2-2006.pdf: 338560 bytes, checksum: edb8eb97a2afef658dc1a93be698d599 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:22:40Z (GMT). No. of bitstreams: 1
din-en-10210-2-2006.pdf: 338560 bytes, checksum: edb8eb97a2afef658dc1a93be698d599 (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/20034",,"dinstd","Hot finished structural hollow sections of non-alloy and fine grain steels - Part 2: Tolerances, dimensions and sectional properties",
"0d40dbba-6f18-4eb0-a693-1d80127aed6c","108/20","ISO 105-F10 : 1989/Amd 1 : 2009","2021-04-09T07:19:44Z","2016-12-02T07:37:15Z","2021-04-09T07:19:44Z","2016-12-02T07:37:15Z","1989","Made available in DSpace on 2016-12-02T07:37:15Z (GMT). No. of bitstreams: 1
105-f10_amd_1.pdf: 128424 bytes, checksum: 5d1c6eead1ce3963f757e90b172610cf (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-04-09T07:19:44Z (GMT). No. of bitstreams: 1
105-f10_amd_1.pdf: 128424 bytes, checksum: 5d1c6eead1ce3963f757e90b172610cf (MD5)
  Previous issue date: 1989",,"http://localhost:8080/xmlui/handle/108/19792",,,"Textiles -- Tests for colour fastness -- Part F10: Specification for adjacent fabric: Multifibre -- Amendment 1",
"0d412771-8b5a-41a8-bc3d-fcb5fa163bfb","108/20","BS EN ISO 9717 : 2017","2021-04-09T07:24:14Z","2019-05-08T05:56:40Z","2021-04-09T07:24:14Z","2019-05-08T05:56:40Z","2017","Submitted by Tushar Sangamnerkar (tdsangamnerkar@arde.org) on 2019-05-08T05:56:40Z
No. of bitstreams: 1
BS_EN_ISO_9717_2017.PDF: 1870343 bytes, checksum: 996f9c2cbc3f0fb34e53c276736fa8a1 (MD5)||Made available in DSpace on 2019-05-08T05:56:40Z (GMT). No. of bitstreams: 1
BS_EN_ISO_9717_2017.PDF: 1870343 bytes, checksum: 996f9c2cbc3f0fb34e53c276736fa8a1 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-04-09T07:24:14Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
BS_EN_ISO_9717_2017.PDF: 1870343 bytes, checksum: 996f9c2cbc3f0fb34e53c276736fa8a1 (MD5)
  Previous issue date: 2017",,"http://localhost:8080/xmlui/handle/108/155241",,,,"Metallic and other inorganic coatings - Phosphate conversion coating of metals (ISO 9717:2017)"
"0db8252b-8b83-4aac-8b15-c3bfd47fe703","108/20","ISO 13822 : 2010","2021-04-09T07:20:20Z","2016-12-02T07:37:20Z","2021-04-09T07:20:20Z","2016-12-02T07:37:20Z","2010","Made available in DSpace on 2016-12-02T07:37:20Z (GMT). No. of bitstreams: 1
13822.pdf: 851379 bytes, checksum: 1cc683ec77c6d35674fff9bb0b667795 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-04-09T07:20:20Z (GMT). No. of bitstreams: 1
13822.pdf: 851379 bytes, checksum: 1cc683ec77c6d35674fff9bb0b667795 (MD5)
  Previous issue date: 2010",,"http://localhost:8080/xmlui/handle/108/19837",,,"Bases for design of structures -- Assessment of existing structures",
"0eb10644-edb1-4b5e-86f5-656c314f0946","108/20","ISO 362-1 : 2007","2021-04-09T07:21:56Z","2016-12-02T07:37:33Z","2021-04-09T07:21:56Z","2016-12-02T07:37:33Z","2007","Made available in DSpace on 2016-12-02T07:37:33Z (GMT). No. of bitstreams: 1
362-1.pdf: 3449861 bytes, checksum: 5f06a855fba738c606bbe72aa88c838c (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-04-09T07:21:56Z (GMT). No. of bitstreams: 1
362-1.pdf: 3449861 bytes, checksum: 5f06a855fba738c606bbe72aa88c838c (MD5)
  Previous issue date: 2007",,"http://localhost:8080/xmlui/handle/108/19991",,,"Measurement of noise emitted by accelerating road vehicles -- Engineering method -- Part 1: M and N categories",
"0f04744c-5f91-446c-a339-9b22184d8f25","108/20","ISO 20344 : 2004","2021-04-09T07:20:06Z","2016-12-02T07:37:19Z","2021-04-09T07:20:06Z","2016-12-02T07:37:19Z","2004","Made available in DSpace on 2016-12-02T07:37:19Z (GMT). No. of bitstreams: 1
20344.pdf: 1289774 bytes, checksum: 55878702450c9f2e9e584362ab46be25 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:20:06Z (GMT). No. of bitstreams: 1
20344.pdf: 1289774 bytes, checksum: 55878702450c9f2e9e584362ab46be25 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/19828",,,"Personal protective equipment -- Test methods for footwear",
"0f7818ee-b0b4-4f5b-bc80-2b59f2a70077","108/20","ISO 629 : 1982","2021-04-09T07:20:42Z","2016-12-02T07:37:23Z","2021-04-09T07:20:42Z","2016-12-02T07:37:23Z","1982","Made available in DSpace on 2016-12-02T07:37:23Z (GMT). No. of bitstreams: 1
629.pdf: 932359 bytes, checksum: 0e907b901107616719af9d87e07f92a3 (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-04-09T07:20:42Z (GMT). No. of bitstreams: 1
629.pdf: 932359 bytes, checksum: 0e907b901107616719af9d87e07f92a3 (MD5)
  Previous issue date: 1982",,"http://localhost:8080/xmlui/handle/108/19875",,,"Steel and cast iron -- Determination of manganese content -- Spectrophotometric method",
"0f9f2032-e956-4831-aa0b-7ab47dfb1cdb","108/20","ISO 12500-3 : 2009","2021-04-09T07:20:11Z","2016-12-02T07:37:19Z","2021-04-09T07:20:11Z","2016-12-02T07:37:19Z","2009","Made available in DSpace on 2016-12-02T07:37:19Z (GMT). No. of bitstreams: 1
12500-3.pdf: 289332 bytes, checksum: b0972c9af94335ae361eb1245d04b105 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-04-09T07:20:11Z (GMT). No. of bitstreams: 1
12500-3.pdf: 289332 bytes, checksum: b0972c9af94335ae361eb1245d04b105 (MD5)
  Previous issue date: 2009",,"http://localhost:8080/xmlui/handle/108/19832",,,"Filters for compressed air -- Test methods -- Part 3: Particulates",
"1086642e-4339-41b2-ba04-0af0b4f2bb63","108/20","BS 2S 204:2004","2021-04-09T07:21:46Z","2016-12-02T07:37:30Z","2021-04-09T07:21:46Z","2016-12-02T07:37:30Z","2004","Made available in DSpace on 2016-12-02T07:37:30Z (GMT). No. of bitstreams: 1
bs 2s 204 2004.pdf: 187123 bytes, checksum: eb6a37244589aed1d6104de5f935b3f8 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:21:46Z (GMT). No. of bitstreams: 1
bs 2s 204 2004.pdf: 187123 bytes, checksum: eb6a37244589aed1d6104de5f935b3f8 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/19963",,"britstd","Chromium-vanadium steel wire rod, wire and springs - High duty ground wire - Hardened and tempered - Specification",
"1176b149-a6ab-4d16-a06f-ef7e64808d8b","108/20","ISO 793 : 1973","2021-04-09T07:21:03Z","2016-12-02T07:37:25Z","2021-04-09T07:21:03Z","2016-12-02T07:37:25Z","1973","Made available in DSpace on 2016-12-02T07:37:25Z (GMT). No. of bitstreams: 1
793.pdf: 1041492 bytes, checksum: 5584036104f719e307e3eb58a3f898da (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-04-09T07:21:03Z (GMT). No. of bitstreams: 1
793.pdf: 1041492 bytes, checksum: 5584036104f719e307e3eb58a3f898da (MD5)
  Previous issue date: 1973",,"http://localhost:8080/xmlui/handle/108/19910",,,"Aluminium and aluminium alloys -- Determination of iron -- Orthophenanthroline photometric method",
