,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
10,0e06ef7d-5ad0-4910-bf4c-851c8aef6e4b,,2010-12,"Made available in DSpace on 2016-12-08T10:50:20Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 9b0ca670c49e3f9df7c5dbca02b9f8eb (MD5)
defence technology.pdf: 12510 bytes, checksum: 683b00fba98158a6fb18a2676e601e38 (MD5)
  Previous issue date: 2010-12||Made available in DSpace on 2021-04-07T08:50:20Z (GMT). No. of bitstreams: 2
defence technology.pdf: 12510 bytes, checksum: 683b00fba98158a6fb18a2676e601e38 (MD5)
license.txt: 1831 bytes, checksum: 9b0ca670c49e3f9df7c5dbca02b9f8eb (MD5)
  Previous issue date: 2010-12",http://localhost:8080/xmlui/handle/108/84546,Defence Technology Commission to be functional next year,,Defence Technology Commission to be functional next year
11,1504e6a6-fe64-478c-9b4e-54bcd32a0f03,"Shukla, Ajai",2013-11,"Made available in DSpace on 2016-12-08T10:50:19Z (GMT). No. of bitstreams: 2
drdoindustry.pdf: 77802 bytes, checksum: ae20627215b76cf56ca1ecff31e49d8d (MD5)
license.txt: 1831 bytes, checksum: 8725be7818ccb48a7787a4bffd0d6b32 (MD5)
  Previous issue date: 2013-11||Made available in DSpace on 2021-04-07T08:50:22Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8725be7818ccb48a7787a4bffd0d6b32 (MD5)
drdoindustry.pdf: 77802 bytes, checksum: ae20627215b76cf56ca1ecff31e49d8d (MD5)
  Previous issue date: 2013-11",http://localhost:8080/xmlui/handle/108/84543,Signs of change in India’s Defence Industrial Base,,Signs of change in India’s Defence Industrial Base
12,1521f988-ebee-4860-ba2f-b10a5050feed,Times Of India,2020-01-13,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-01-13T06:44:57Z
No. of bitstreams: 1
TH0001.pdf: 220003 bytes, checksum: 498326a198608d8970e739625aa13d3f (MD5)||Made available in DSpace on 2020-01-13T06:44:57Z (GMT). No. of bitstreams: 1
TH0001.pdf: 220003 bytes, checksum: 498326a198608d8970e739625aa13d3f (MD5)
  Previous issue date: 2020-01-13||Made available in DSpace on 2021-04-07T08:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
TH0001.pdf: 220003 bytes, checksum: 498326a198608d8970e739625aa13d3f (MD5)
  Previous issue date: 2020-01-13",http://localhost:8080/xmlui/handle/108/156383,,"Smart bombs, futuristic . combat vehicle in pipeline: OFB head","Smart bombs, futuristic . combat vehicle in pipeline: OFB head"
13,15a97900-6b5d-4268-800b-4c9cf4c9bb5b,Express News,2011-05-12,"Made available in DSpace on 2016-12-08T10:50:31Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 451492268a52f0513dcc61ff8a6739d4 (MD5)
ie-12.PDF: 353393 bytes, checksum: b866c7268d26c0e76bef374c16bca0e5 (MD5)
  Previous issue date: 2011-05-12||Made available in DSpace on 2021-04-07T08:49:25Z (GMT). No. of bitstreams: 2
ie-12.PDF: 353393 bytes, checksum: b866c7268d26c0e76bef374c16bca0e5 (MD5)
license.txt: 1831 bytes, checksum: 451492268a52f0513dcc61ff8a6739d4 (MD5)
  Previous issue date: 2011-05-12",http://localhost:8080/xmlui/handle/108/84642,"Can do an Abbottabad, but it is against our values: Saraswat",,"Can do an Abbottabad, but it is against our values: Saraswat"
14,15e3d6b6-38af-448d-88b3-43ccc63b23ff,"Shukla, Ajai",2011-03-16,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: ce367c4c33b2056b379c3fc5edd1b236 (MD5)
innovation.pdf: 15163 bytes, checksum: ad581267e8887769d8090790437c6b87 (MD5)
  Previous issue date: 2011-03-16||Made available in DSpace on 2021-04-07T08:49:39Z (GMT). No. of bitstreams: 2
innovation.pdf: 15163 bytes, checksum: ad581267e8887769d8090790437c6b87 (MD5)
license.txt: 1831 bytes, checksum: ce367c4c33b2056b379c3fc5edd1b236 (MD5)
  Previous issue date: 2011-03-16",http://localhost:8080/xmlui/handle/108/84607,"Innovation Track: Detecting explosives at the click... er, sniff... of a mouse",,"Innovation Track: Detecting explosives at the click... er, sniff... of a mouse"
15,15ef1c0a-f87c-4a98-8843-6f86dc3eade8,,2012-08-13,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: e431ba4ea125a48af7446c4efa9cfeb6 (MD5)
newoffset.pdf: 24239 bytes, checksum: ddc806cce7c21a101b1c5b196522b3da (MD5)
  Previous issue date: 2012-08-13||Made available in DSpace on 2021-04-07T08:49:42Z (GMT). No. of bitstreams: 2
newoffset.pdf: 24239 bytes, checksum: ddc806cce7c21a101b1c5b196522b3da (MD5)
license.txt: 1831 bytes, checksum: e431ba4ea125a48af7446c4efa9cfeb6 (MD5)
  Previous issue date: 2012-08-13",http://localhost:8080/xmlui/handle/108/84600,Amendments to Defence Offsets Policy cleared,,Amendments to Defence Offsets Policy cleared
16,167d9d4c-a14c-4f35-bfeb-1de8961e4d87,"Unithan, Sandeep",,"Made available in DSpace on 2016-12-08T10:50:19Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: ea9223500f1b86b1d105066e328dd36d (MD5)
why Indian army.pdf: 67218 bytes, checksum: bd04d4b3688bdd1332eb12ebd94497c0 (MD5)||Made available in DSpace on 2021-04-07T08:50:23Z (GMT). No. of bitstreams: 2
why Indian army.pdf: 67218 bytes, checksum: bd04d4b3688bdd1332eb12ebd94497c0 (MD5)
license.txt: 1831 bytes, checksum: ea9223500f1b86b1d105066e328dd36d (MD5)",http://localhost:8080/xmlui/handle/108/84542,Why Indian Army has only itself to blame for assault rifle fiasco,,Why Indian Army has only itself to blame for assault rifle fiasco
17,16ff41ea-ef9c-4f92-a49d-3cd82b935820,"Shukla, Ajay",2018-04-13,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-04-19T08:44:13Z
No. of bitstreams: 1
Untitled 5.pdf: 45268 bytes, checksum: add5b19fb3b747c2115d9dac2d7bc116 (MD5)||Made available in DSpace on 2018-04-19T08:44:13Z (GMT). No. of bitstreams: 1
Untitled 5.pdf: 45268 bytes, checksum: add5b19fb3b747c2115d9dac2d7bc116 (MD5)
  Previous issue date: 2018-04-13||Made available in DSpace on 2021-04-07T08:50:49Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Untitled 5.pdf: 45268 bytes, checksum: add5b19fb3b747c2115d9dac2d7bc116 (MD5)
  Previous issue date: 2018-04-13",http://localhost:8080/xmlui/handle/108/153369,,"Modi points to green shoots,claims, ''humble begining'' in building defence industry","Modi points to green shoots,claims, ''humble begining'' in building defence industry"
18,1755eb04-135c-4dc8-8d63-67b9f75b86a9,ANI,2020-10-06,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:37:31Z
No. of bitstreams: 1
06.10.2020.pdf: 224754 bytes, checksum: 26dd567e73050f999b1889dab3bf8170 (MD5)||Made available in DSpace on 2020-10-15T08:37:31Z (GMT). No. of bitstreams: 1
06.10.2020.pdf: 224754 bytes, checksum: 26dd567e73050f999b1889dab3bf8170 (MD5)
  Previous issue date: 2020-10-06||Made available in DSpace on 2021-04-07T08:49:30Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
06.10.2020.pdf: 224754 bytes, checksum: 26dd567e73050f999b1889dab3bf8170 (MD5)
  Previous issue date: 2020-10-06",http://localhost:8080/xmlui/handle/108/173106,,New lot of American-origin Sig-Sauer assault rifles to be for troops deployed on China border,New lot of American-origin Sig-Sauer assault rifles to be for troops deployed on China border
19,18466582-d4f7-4aea-85d2-8827785143f8,"Peri, Dinakar",2017-11-23,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-11-23T09:30:50Z
No. of bitstreams: 1
the hindu23nov20170001.pdf: 4417285 bytes, checksum: 1f935668c77de957e3173904cc3b574d (MD5)||Made available in DSpace on 2017-11-23T09:30:51Z (GMT). No. of bitstreams: 1
the hindu23nov20170001.pdf: 4417285 bytes, checksum: 1f935668c77de957e3173904cc3b574d (MD5)
  Previous issue date: 2017-11-23||Made available in DSpace on 2021-04-07T08:51:16Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
the hindu23nov20170001.pdf: 4417285 bytes, checksum: 1f935668c77de957e3173904cc3b574d (MD5)
  Previous issue date: 2017-11-23",http://localhost:8080/xmlui/handle/108/151653,,"In a first, air-launched BrahMos missile test-fired","In a first, air-launched BrahMos missile test-fired"
20,1a1efe3c-7156-412b-a8e2-1c5a1431e74f,News Service,2017-12-05,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-12-05T11:18:35Z
No. of bitstreams: 1
news 5 dec 20170001.pdf: 2203048 bytes, checksum: 5549ff2183e869705d4ac7db114ba634 (MD5)||Made available in DSpace on 2017-12-05T11:18:35Z (GMT). No. of bitstreams: 1
news 5 dec 20170001.pdf: 2203048 bytes, checksum: 5549ff2183e869705d4ac7db114ba634 (MD5)
  Previous issue date: 2017-12-05||Made available in DSpace on 2021-04-07T08:51:08Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news 5 dec 20170001.pdf: 2203048 bytes, checksum: 5549ff2183e869705d4ac7db114ba634 (MD5)
  Previous issue date: 2017-12-05",http://localhost:8080/xmlui/handle/108/151797,,Raksha Mantralaya Ne bachaye 1 Lakh Crore,Raksha Mantralaya Ne bachaye 1 Lakh Crore
21,1a534731-2293-46aa-8fbc-4a6f8923de94,The Economist News Paper Limited,2018-01-30,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-01-30T05:45:09Z
No. of bitstreams: 1
Military robotics.pdf: 1467690 bytes, checksum: e3c49c2d4af9028f122cc949a713ccb1 (MD5)||Made available in DSpace on 2018-01-30T05:45:09Z (GMT). No. of bitstreams: 1
Military robotics.pdf: 1467690 bytes, checksum: e3c49c2d4af9028f122cc949a713ccb1 (MD5)
  Previous issue date: 2018-01-30||Made available in DSpace on 2021-04-07T08:50:58Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Military robotics.pdf: 1467690 bytes, checksum: e3c49c2d4af9028f122cc949a713ccb1 (MD5)
  Previous issue date: 2018-01-30",http://localhost:8080/xmlui/handle/108/152204,,Military Robotics War at Hyperspeed Getting to grips with military robotics,Military Robotics War at Hyperspeed Getting to grips with military robotics
22,1b9a54e4-1fec-4ee3-b4e8-68aaeda5ba8a,Hindusstan Times,2020-10-09,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:27:13Z
No. of bitstreams: 1
09.10.20.pdf: 224780 bytes, checksum: 726a844e6676c9042fd35f3bd78c8450 (MD5)||Made available in DSpace on 2020-10-15T08:27:13Z (GMT). No. of bitstreams: 1
09.10.20.pdf: 224780 bytes, checksum: 726a844e6676c9042fd35f3bd78c8450 (MD5)
  Previous issue date: 2020-10-09||Made available in DSpace on 2021-04-07T08:49:44Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
09.10.20.pdf: 224780 bytes, checksum: 726a844e6676c9042fd35f3bd78c8450 (MD5)
  Previous issue date: 2020-10-09",http://localhost:8080/xmlui/handle/108/173103,,Russia offers India winter clothing and Sprut light weight tanks with a T-90 barrel for Ladakh stand-off,Russia offers India winter clothing and Sprut light weight tanks with a T-90 barrel for Ladakh stand-off
23,1be5a22d-a6ba-4276-93e8-3d311839d6f4,"Raghava, M",2010-10-11,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 6461ec2ff2444ee0d2dc004ebdcc3c3b (MD5)
os.pdf: 12974 bytes, checksum: d6242e63d03a43e1481b4ebb24f109dc (MD5)
  Previous issue date: 2010-10-11||Made available in DSpace on 2021-04-07T08:49:41Z (GMT). No. of bitstreams: 2
os.pdf: 12974 bytes, checksum: d6242e63d03a43e1481b4ebb24f109dc (MD5)
license.txt: 1831 bytes, checksum: 6461ec2ff2444ee0d2dc004ebdcc3c3b (MD5)
  Previous issue date: 2010-10-11",http://localhost:8080/xmlui/handle/108/84603,Saraswat: DRDO working on India's own computer operating system,,Saraswat: DRDO working on India's own computer operating system
24,1cf70f93-18c6-439a-85a5-c583fc622bbb,,2011-05-16,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 7035453d255868bda88b29c5622a3dc7 (MD5)
arjun.pdf: 10988 bytes, checksum: 3b6c1e3eb595155adec0d7375e623a62 (MD5)
  Previous issue date: 2011-05-16||Made available in DSpace on 2021-04-07T08:49:29Z (GMT). No. of bitstreams: 2
arjun.pdf: 10988 bytes, checksum: 3b6c1e3eb595155adec0d7375e623a62 (MD5)
license.txt: 1831 bytes, checksum: 7035453d255868bda88b29c5622a3dc7 (MD5)
  Previous issue date: 2011-05-16",http://localhost:8080/xmlui/handle/108/84631,Advanced Tank For India Ready For Testing,,Advanced Tank For India Ready For Testing
25,1d24f01d-0db9-4bb3-8bd2-742caaa4922c,"Peri, Dinakar",2017-03-12,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-03-14T09:41:10Z
No. of bitstreams: 1
The Hindu12march20170001.pdf: 459030 bytes, checksum: 5ef4d7952e79cf78d5281569b5d6ef0a (MD5)||Made available in DSpace on 2017-03-14T09:41:10Z (GMT). No. of bitstreams: 1
The Hindu12march20170001.pdf: 459030 bytes, checksum: 5ef4d7952e79cf78d5281569b5d6ef0a (MD5)
  Previous issue date: 2017-03-12||Made available in DSpace on 2021-04-07T08:51:37Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
The Hindu12march20170001.pdf: 459030 bytes, checksum: 5ef4d7952e79cf78d5281569b5d6ef0a (MD5)
  Previous issue date: 2017-03-12",http://localhost:8080/xmlui/handle/108/148941,,Non-Iapsable fund sought for arms buy,Non-Iapsable fund sought for arms buy
26,1db23177-7fc7-4be5-abc9-54fe555d5438,"Dighe, Sandip",2017-11-27,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-11-27T06:08:09Z
No. of bitstreams: 1
newsTOI27nov20170001.pdf: 1855879 bytes, checksum: ae3c599576e60d520520a28109c3b4a9 (MD5)||Made available in DSpace on 2017-11-27T06:08:09Z (GMT). No. of bitstreams: 1
newsTOI27nov20170001.pdf: 1855879 bytes, checksum: ae3c599576e60d520520a28109c3b4a9 (MD5)
  Previous issue date: 2017-11-27||Made available in DSpace on 2021-04-07T08:51:14Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
newsTOI27nov20170001.pdf: 1855879 bytes, checksum: ae3c599576e60d520520a28109c3b4a9 (MD5)
  Previous issue date: 2017-11-27",http://localhost:8080/xmlui/handle/108/151700,,HEMRL builds indigenous booster for BrahMos missile,HEMRL builds indigenous booster for BrahMos missile
27,1f010f83-a3ba-4961-9ea5-36f3fc5e9f02,News Service,2017-11-28,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-11-28T10:30:59Z
No. of bitstreams: 1
news 28 nov 20170001.pdf: 1305056 bytes, checksum: 836990d96cc500b668a149589ed95c54 (MD5)||Made available in DSpace on 2017-11-28T10:30:59Z (GMT). No. of bitstreams: 1
news 28 nov 20170001.pdf: 1305056 bytes, checksum: 836990d96cc500b668a149589ed95c54 (MD5)
  Previous issue date: 2017-11-28||Made available in DSpace on 2021-04-07T08:51:13Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news 28 nov 20170001.pdf: 1305056 bytes, checksum: 836990d96cc500b668a149589ed95c54 (MD5)
  Previous issue date: 2017-11-28",http://localhost:8080/xmlui/handle/108/151701,,Use Defence Budget To Boost Innovation,Use Defence Budget To Boost Innovation
28,2018bb46-0d7f-449e-843e-65887cd566ad,,2010-06-10,"Made available in DSpace on 2016-12-08T10:50:24Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: fc2131646027e5e0cffaa9c04b544506 (MD5)
10Jun 1.pdf: 34992 bytes, checksum: f1fd147cdfab8aab9326dcce34911ea7 (MD5)
  Previous issue date: 2010-06-10||Made available in DSpace on 2021-04-07T08:49:58Z (GMT). No. of bitstreams: 2
10Jun 1.pdf: 34992 bytes, checksum: f1fd147cdfab8aab9326dcce34911ea7 (MD5)
license.txt: 1831 bytes, checksum: fc2131646027e5e0cffaa9c04b544506 (MD5)
  Previous issue date: 2010-06-10",http://localhost:8080/xmlui/handle/108/84574,Flight tests of laser-guided bombs tested,,Flight tests of laser-guided bombs tested
29,20f00202-1f84-4994-9386-e92cc33cbe07,"Shukla, Ajai",2011-03-07,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 3fbd2478acc3ed8a179343a01c352044 (MD5)
dhruv.pdf: 15593 bytes, checksum: cb0cd3229d56668cadfc4c5a1d4ba0dc (MD5)
  Previous issue date: 2011-03-07||Made available in DSpace on 2021-04-07T08:49:27Z (GMT). No. of bitstreams: 2
dhruv.pdf: 15593 bytes, checksum: cb0cd3229d56668cadfc4c5a1d4ba0dc (MD5)
license.txt: 1831 bytes, checksum: 3fbd2478acc3ed8a179343a01c352044 (MD5)
  Previous issue date: 2011-03-07",http://localhost:8080/xmlui/handle/108/84635,"In Siachen, Dhruv proves a world-beater",,"In Siachen, Dhruv proves a world-beater"
